,ttime,pm1,pm2,pm3,am,sm,st,lum,temp,humd,pres
6281,2022-08-26 04:49:09,2.79,2.79,69.29,0.0,6173.0,27.45,1.0,18.94,100.0,92957.27
25734,2022-08-26 04:58:18,2.79,2.79,64.26,0.0,6250.0,27.45,0.0,18.89,100.0,92954.67
6282,2022-08-26 05:00:11,0.55,2.79,69.29,0.8,6173.0,27.43,1.0,18.89,100.0,92954.67
25735,2022-08-26 05:10:19,0.55,2.79,64.26,0.0,6250.0,27.43,0.0,18.86,100.0,92964.69
6283,2022-08-26 05:12:08,1.11,2.79,69.29,0.8,6173.0,27.4,1.0,18.86,100.0,92964.69
25736,2022-08-26 05:22:17,1.11,2.79,64.26,0.0,6250.0,27.4,0.0,18.81,100.0,92982.7
6284,2022-08-26 05:23:10,1.67,2.79,69.29,0.0,6173.0,27.39,1.0,18.81,100.0,92982.7
25737,2022-08-26 05:34:20,1.67,2.79,64.26,0.0,6250.0,27.39,0.0,18.69,100.0,92994.37
6285,2022-08-26 05:35:07,2.23,2.79,69.29,0.0,6173.0,27.37,1.0,18.69,100.0,92994.37
6286,2022-08-26 05:46:08,2.79,2.79,69.29,0.0,6173.0,27.34,1.0,18.69,100.0,92994.37
25738,2022-08-26 05:46:17,2.23,2.79,64.26,0.0,6329.0,27.34,1.0,18.59,100.0,93003.03
6287,2022-08-26 05:57:10,3.35,2.79,69.29,0.0,6173.0,27.32,5.0,18.59,100.0,93003.03
25739,2022-08-26 05:58:19,2.79,2.79,64.26,0.0,6250.0,27.32,4.0,18.68,100.0,93018.26
6288,2022-08-26 06:09:08,0.55,3.35,69.29,0.0,6173.0,27.3,93.0,18.68,100.0,93018.26
25740,2022-08-26 06:10:17,0.55,2.79,64.26,0.0,6250.0,27.3,67.0,18.64,100.0,93024.05
6289,2022-08-26 06:20:10,1.11,3.35,69.29,0.0,6173.0,27.27,556.0,18.64,100.0,93024.05
25741,2022-08-26 06:22:19,1.11,2.79,64.26,0.0,6250.0,27.27,346.0,18.7,100.0,93043.82
6290,2022-08-26 06:32:09,1.67,3.35,69.29,0.0,6173.0,27.25,1746.0,18.7,100.0,93043.82
25742,2022-08-26 06:34:17,1.67,2.79,64.26,0.0,6329.0,27.25,997.0,18.79,100.0,93053.11
6291,2022-08-26 06:43:12,2.23,3.35,69.29,0.0,6173.0,27.23,3921.0,18.79,100.0,93053.11
25743,2022-08-26 06:46:19,2.23,2.79,64.26,0.0,6250.0,27.23,1887.0,19.02,100.0,93049.87
6292,2022-08-26 06:55:09,2.79,3.35,69.29,0.0,6173.0,27.21,6053.0,19.02,100.0,93049.87
25744,2022-08-26 06:58:17,2.79,2.79,64.26,0.0,6250.0,27.21,2623.0,19.37,100.0,93057.34
6293,2022-08-26 07:06:10,0.55,2.79,69.29,1.6,6173.0,27.19,8002.0,19.37,100.0,93057.34
25745,2022-08-26 07:10:19,0.55,2.79,64.26,0.0,6410.0,27.19,3714.0,19.89,100.0,93069.32
6294,2022-08-26 07:18:09,1.11,2.79,69.29,1.6,6173.0,27.17,9811.0,19.89,100.0,93069.32
25746,2022-08-26 07:22:16,1.11,2.79,64.26,0.0,6579.0,27.17,4480.0,20.3,100.0,93063.75
6295,2022-08-26 07:29:12,1.67,2.79,69.29,1.6,6098.0,27.14,12682.0,20.3,100.0,93063.75
25747,2022-08-26 07:34:19,1.67,2.79,64.26,0.0,6579.0,27.14,4975.0,20.72,99.23,93084.11
6296,2022-08-26 07:41:09,2.23,2.79,69.29,1.6,6024.0,27.13,17286.0,20.72,99.23,93084.11
25748,2022-08-26 07:46:17,2.23,2.79,64.26,0.0,6494.0,27.13,6037.0,21.35,97.9,93106.5
6297,2022-08-26 07:52:12,2.79,2.79,69.29,3.2,6098.0,27.1,460.0,21.35,97.9,93106.5
25749,2022-08-26 07:58:19,2.79,2.79,64.26,0.0,6250.0,27.1,7079.0,22.5,91.71,93119.65
6298,2022-08-26 08:04:09,0.55,2.79,69.29,3.2,6098.0,27.09,557.0,22.5,91.71,93119.65
25750,2022-08-26 08:10:18,0.55,2.79,64.26,0.0,6098.0,27.09,8296.0,23.39,87.6,93134.99
6299,2022-08-26 08:15:11,1.11,2.79,69.29,2.4,6098.0,27.07,580.0,23.39,87.6,93134.99
6300,2022-08-26 08:27:09,1.67,2.79,69.29,12.0,6098.0,27.05,12508.0,23.39,87.6,93134.99
25751,2022-08-26 08:34:17,1.67,2.79,64.26,0.0,6098.0,27.05,10607.0,22.87,89.86,93159.94
6301,2022-08-26 08:38:11,2.23,2.79,69.29,8.8,6024.0,27.02,12769.0,22.87,89.86,93159.94
25752,2022-08-26 08:46:20,2.23,2.79,64.26,0.0,6250.0,27.02,10321.0,23.11,87.73,93171.65
6302,2022-08-26 08:50:10,2.79,2.79,69.29,5.6,6098.0,27.0,384.0,23.11,87.73,93171.65
25753,2022-08-26 08:58:18,2.79,2.79,64.26,0.0,6410.0,27.0,7714.0,25.12,78.43,93180.27
6303,2022-08-26 09:02:09,0.55,2.79,68.73,0.8,6098.0,26.99,3067.0,25.12,78.43,93180.27
25754,2022-08-26 09:10:20,0.55,2.79,64.26,0.0,6667.0,26.99,11186.0,24.63,78.67,93186.65
6304,2022-08-26 09:13:12,1.11,2.79,68.73,4.0,6098.0,26.96,514.0,24.63,78.67,93186.65
25755,2022-08-26 09:22:19,1.11,2.79,64.26,0.0,6667.0,26.96,8686.0,24.65,76.87,93182.03
6305,2022-08-26 09:25:10,1.67,2.79,68.73,1.6,6098.0,26.94,12316.0,24.65,76.87,93182.03
25756,2022-08-26 09:34:21,1.67,2.79,64.26,0.0,6579.0,26.94,7929.0,24.97,78.37,93187.26
6306,2022-08-26 09:37:12,2.23,2.79,68.73,2.4,6098.0,26.94,523.0,24.97,78.37,93187.26
25757,2022-08-26 09:46:19,2.23,2.79,64.26,0.0,6667.0,26.94,3466.0,25.5,75.65,93178.99
6307,2022-08-26 09:49:10,2.79,2.79,68.73,1.6,6098.0,26.93,384.0,25.5,75.65,93178.99
25758,2022-08-26 09:58:21,2.79,2.79,64.26,0.0,6667.0,26.93,5881.0,26.37,72.37,93162.84
6308,2022-08-26 10:01:12,0.55,2.79,68.73,2.4,6024.0,26.91,5532.0,26.37,72.37,93162.84
25759,2022-08-26 10:10:19,0.55,2.79,64.26,0.0,6579.0,26.91,8624.0,26.73,71.05,93161.53
6309,2022-08-26 10:13:10,1.11,2.79,68.73,2.4,6098.0,26.9,384.0,26.73,71.05,93161.53
25760,2022-08-26 10:22:21,1.11,2.79,64.26,0.0,6667.0,26.9,6782.0,27.47,70.34,93128.59
6310,2022-08-26 10:25:12,1.67,2.79,68.73,0.8,6098.0,26.89,384.0,27.47,70.34,93128.59
25761,2022-08-26 10:34:19,1.67,2.79,64.26,0.0,6667.0,26.89,14477.0,28.12,63.02,93126.11
6311,2022-08-26 10:37:11,2.23,2.79,68.73,1.6,6098.0,26.87,3562.0,28.12,63.02,93126.11
25762,2022-08-26 10:46:21,2.23,2.79,64.26,0.0,6667.0,26.87,11524.0,28.46,61.11,93105.65
6312,2022-08-26 10:49:13,2.79,2.79,68.73,1.6,6098.0,26.87,608.0,28.46,61.11,93105.65
25763,2022-08-26 10:58:19,2.79,2.79,64.26,0.0,6667.0,26.87,3538.0,27.03,65.17,93095.62
6313,2022-08-26 11:01:11,0.55,2.79,68.17,4.0,6098.0,26.87,384.0,27.03,65.17,93095.62
25764,2022-08-26 11:10:21,0.55,2.79,64.26,0.0,6667.0,26.87,12460.0,28.2,62.15,93093.49
6314,2022-08-26 11:13:12,1.11,2.79,68.17,3.2,6098.0,26.87,3266.0,28.2,62.15,93093.49
25765,2022-08-26 11:22:19,1.11,2.79,64.26,0.0,6098.0,26.87,3704.0,29.03,60.49,93084.94
6315,2022-08-26 11:25:11,1.67,2.79,68.17,4.0,6098.0,26.87,384.0,29.03,60.49,93084.94
25766,2022-08-26 11:34:23,1.67,2.79,64.26,0.0,6098.0,26.87,12188.0,27.12,66.03,93067.17
6316,2022-08-26 11:37:17,2.23,2.79,68.17,2.4,6098.0,26.87,384.0,27.12,66.03,93067.17
25767,2022-08-26 11:46:19,2.23,2.79,64.26,0.0,6250.0,26.87,6980.0,29.32,62.02,93070.81
6317,2022-08-26 11:49:11,2.79,2.79,68.17,3.2,6098.0,26.88,14138.0,29.32,62.02,93070.81
25768,2022-08-26 11:58:21,2.79,2.79,64.26,0.0,6173.0,26.88,14308.0,28.95,60.22,93059.37
6318,2022-08-26 12:01:15,0.55,2.79,68.17,0.8,6024.0,26.89,11216.0,28.95,60.22,93059.37
25769,2022-08-26 12:10:22,0.55,2.79,64.26,0.0,6250.0,26.89,13951.0,27.93,66.17,93042.31
6319,2022-08-26 12:13:26,1.11,2.79,68.17,2.4,6024.0,26.9,1354.0,27.93,66.17,93042.31
25770,2022-08-26 12:22:22,1.11,2.79,64.26,0.0,6250.0,26.9,14802.0,28.65,60.08,93040.89
25771,2022-08-26 12:34:19,1.67,2.79,64.26,0.0,6250.0,26.9,2518.0,29.03,59.22,93026.55
6320,2022-08-26 12:37:20,2.23,2.79,68.17,4.0,6024.0,26.94,2478.0,29.03,59.22,93026.55
25772,2022-08-26 12:46:24,2.23,2.79,64.26,0.0,6098.0,26.94,15562.0,29.53,57.38,93005.26
6321,2022-08-26 12:49:20,2.79,2.79,68.17,7.2,6098.0,26.96,9937.0,29.53,57.38,93005.26
25773,2022-08-26 12:58:20,2.79,2.79,64.26,0.0,6173.0,26.96,7406.0,29.87,56.03,92976.03
6322,2022-08-26 13:01:17,0.55,2.79,67.61,1.6,6098.0,26.99,9448.0,29.87,56.03,92976.03
25774,2022-08-26 13:10:22,0.55,2.79,64.26,0.0,6098.0,26.99,9310.0,28.45,60.83,92979.76
6323,2022-08-26 13:13:11,1.11,2.79,67.61,3.2,6098.0,27.01,3068.0,28.45,60.83,92979.76
25775,2022-08-26 13:22:20,1.11,2.79,64.26,0.0,6173.0,27.01,3950.0,30.88,55.26,92950.39
6324,2022-08-26 13:25:13,1.67,2.79,67.61,7.2,6098.0,27.05,2800.0,30.88,55.26,92950.39
25776,2022-08-26 13:34:22,1.67,2.79,64.26,0.0,6173.0,27.05,384.0,29.54,56.22,92940.68
6325,2022-08-26 13:37:15,2.23,2.79,67.61,6.4,6098.0,27.08,3315.0,29.54,56.22,92940.68
25777,2022-08-26 13:46:19,2.23,2.79,64.26,0.0,6173.0,27.08,10482.0,29.51,57.21,92926.51
6326,2022-08-26 13:49:13,2.79,2.79,67.61,0.8,6024.0,27.11,13838.0,29.51,57.21,92926.51
25778,2022-08-26 13:58:21,2.79,2.79,64.26,0.0,6173.0,27.11,384.0,28.96,59.79,92912.17
6327,2022-08-26 14:01:11,0.55,2.79,67.61,4.8,6098.0,27.15,5311.0,28.96,59.79,92912.17
25779,2022-08-26 14:10:20,0.55,2.79,64.26,0.0,6173.0,27.15,384.0,30.9,55.04,92889.25
6328,2022-08-26 14:13:14,1.11,2.79,67.61,3.2,6098.0,27.19,10061.0,30.9,55.04,92889.25
25780,2022-08-26 14:22:23,1.11,2.79,64.26,0.0,6173.0,27.19,384.0,31.0,54.32,92865.31
25781,2022-08-26 14:34:21,1.67,2.79,64.26,0.0,6098.0,27.19,384.0,31.17,53.82,92843.97
6329,2022-08-26 14:37:57,2.23,2.79,67.61,1.6,6098.0,27.27,10400.0,31.17,53.82,92843.97
25782,2022-08-26 14:47:07,2.23,2.79,64.26,0.0,6173.0,27.27,384.0,31.37,52.41,92844.19
6330,2022-08-26 14:49:11,2.79,2.79,67.61,3.2,6098.0,27.32,6860.0,31.37,52.41,92844.19
25783,2022-08-26 14:58:19,2.79,2.79,64.26,0.0,5952.0,27.32,384.0,32.24,48.62,92831.09
6331,2022-08-26 15:01:13,0.55,2.79,67.05,4.8,6173.0,27.37,15214.0,32.24,48.62,92831.09
25784,2022-08-26 15:10:22,0.55,2.79,64.26,0.0,6410.0,27.37,384.0,31.05,52.74,92808.4
6332,2022-08-26 15:13:14,1.11,2.79,67.05,4.0,6173.0,27.41,11436.0,31.05,52.74,92808.4
25785,2022-08-26 15:22:20,1.11,2.79,64.26,0.0,6494.0,27.41,7165.0,28.17,59.23,92807.82
6333,2022-08-26 15:25:12,1.67,2.79,67.05,5.6,6173.0,27.45,8812.0,28.17,59.23,92807.82
25786,2022-08-26 15:34:24,1.67,2.79,64.26,0.0,6329.0,27.45,2842.0,26.51,67.07,92802.59
25787,2022-08-26 15:46:20,2.23,2.79,64.26,0.0,6579.0,27.45,6731.0,22.0,97.92,92829.05
6334,2022-08-26 15:49:14,2.79,2.79,67.05,0.0,6410.0,27.56,7385.0,22.0,97.92,92829.05
25788,2022-08-26 15:58:24,2.79,2.79,64.26,0.0,6757.0,27.56,12264.0,22.39,100.0,92829.07
6335,2022-08-26 16:01:14,0.55,2.79,67.05,0.8,6329.0,27.68,9356.0,22.39,100.0,92829.07
25789,2022-08-26 16:10:21,0.55,2.79,64.26,0.0,6944.0,27.68,14049.0,22.8,99.97,92815.97
6336,2022-08-26 16:13:12,1.11,2.79,67.05,4.8,6494.0,27.74,10879.0,22.8,99.97,92815.97
25790,2022-08-26 16:22:23,1.11,2.79,64.26,0.0,6944.0,27.74,7494.0,23.11,99.48,92813.72
6337,2022-08-26 16:25:14,1.67,2.79,67.05,1.6,6329.0,27.79,11572.0,23.11,99.48,92813.72
25791,2022-08-26 16:34:21,1.67,2.79,64.26,0.0,6944.0,27.79,14692.0,23.73,95.69,92786.3
6338,2022-08-26 16:37:18,2.23,2.79,67.05,0.0,6329.0,27.84,10593.0,23.73,95.69,92786.3
25792,2022-08-26 16:46:22,2.23,2.79,64.26,0.0,6944.0,27.84,7287.0,24.17,87.75,92782.09
6339,2022-08-26 16:49:15,2.79,2.79,67.05,1.6,6329.0,27.88,9295.0,24.17,87.75,92782.09
25793,2022-08-26 16:58:21,2.79,2.79,64.26,0.0,6944.0,27.88,8656.0,24.2,86.89,92770.62
6340,2022-08-26 17:01:13,0.55,2.79,67.05,1.6,6329.0,27.93,7916.0,24.2,86.89,92770.62
25794,2022-08-26 17:10:23,0.55,2.79,64.26,0.0,6579.0,27.93,10950.0,24.93,81.07,92788.55
6341,2022-08-26 17:13:14,1.11,2.79,67.05,1.6,6329.0,27.98,5592.0,24.93,81.07,92788.55
25795,2022-08-26 17:22:21,1.11,2.79,64.26,0.0,6579.0,27.98,3632.0,24.07,88.91,92808.87
6342,2022-08-26 17:25:13,1.67,2.79,67.05,3.2,6410.0,28.01,4086.0,24.07,88.91,92808.87
25796,2022-08-26 17:34:25,1.67,2.79,64.26,0.0,6579.0,28.01,3544.0,23.82,90.04,92809.74
6343,2022-08-26 17:37:15,2.23,2.79,67.05,3.2,6410.0,28.04,3701.0,23.82,90.04,92809.74
25797,2022-08-26 17:46:21,2.23,2.79,64.26,0.0,6579.0,28.04,2960.0,23.75,87.75,92851.72
6344,2022-08-26 17:49:15,2.79,2.79,67.05,0.8,6410.0,28.06,3007.0,23.75,87.75,92851.72
25798,2022-08-26 17:58:23,2.79,2.79,64.26,0.0,6944.0,28.06,2473.0,23.55,90.98,92871.0
6345,2022-08-26 18:01:15,0.55,2.79,66.49,1.6,6410.0,28.09,2062.0,23.55,90.98,92871.0
25799,2022-08-26 18:10:21,0.55,2.79,64.26,0.0,6494.0,28.09,2757.0,23.43,92.94,92877.4
6346,2022-08-26 18:13:15,1.11,2.79,66.49,3.2,6410.0,28.12,1850.0,23.43,92.94,92877.4
25800,2022-08-26 18:22:24,1.11,2.79,64.26,0.0,6329.0,28.12,1298.0,23.37,89.44,92910.68
6347,2022-08-26 18:25:20,1.67,2.79,66.49,4.8,6410.0,28.14,938.0,23.37,89.44,92910.68
25801,2022-08-26 18:34:22,1.67,2.79,64.26,0.0,7042.0,28.14,572.0,23.2,90.73,92919.07
25802,2022-08-26 18:46:25,2.23,2.79,64.26,0.0,7042.0,28.14,97.0,22.79,91.87,92932.89
6348,2022-08-26 18:49:47,2.79,2.79,66.49,3.2,6410.0,28.17,86.0,22.79,91.87,92932.89
25803,2022-08-26 18:58:24,2.79,2.79,64.26,0.0,6944.0,28.17,11.0,22.57,91.83,92924.2
6349,2022-08-26 19:01:16,0.55,2.79,66.49,8.0,6410.0,28.18,4.0,22.57,91.83,92924.2
25804,2022-08-26 19:10:23,0.55,2.79,64.26,0.0,7042.0,28.18,5.0,22.32,92.54,92919.17
6350,2022-08-26 19:13:16,1.11,2.79,66.49,1.6,6410.0,28.19,1.0,22.32,92.54,92919.17
25805,2022-08-26 19:22:22,1.11,2.79,64.26,0.0,6757.0,28.19,5.0,22.12,93.55,92924.9
6351,2022-08-26 19:25:15,1.67,2.79,66.49,2.4,6410.0,28.2,1.0,22.12,93.55,92924.9
25806,2022-08-26 19:34:26,1.67,2.79,64.26,0.0,6410.0,28.2,3.0,22.07,93.93,92930.05
6352,2022-08-26 19:37:16,2.23,2.79,66.49,1.6,6494.0,28.2,1.0,22.07,93.93,92930.05
25807,2022-08-26 19:46:22,2.23,2.79,64.26,0.0,6494.0,28.2,2.0,21.85,95.25,92948.07
6353,2022-08-26 19:49:15,2.79,2.79,66.49,0.8,6494.0,28.21,1.0,21.85,95.25,92948.07
25808,2022-08-26 19:58:26,2.79,2.79,64.26,0.0,6667.0,28.21,4.0,21.82,96.15,92966.59
6354,2022-08-26 20:01:14,0.55,2.79,65.93,2.4,6410.0,28.21,1.0,21.82,96.15,92966.59
25809,2022-08-26 20:10:22,0.55,2.79,64.26,0.0,6494.0,28.21,2.0,21.86,96.0,92986.75
6355,2022-08-26 20:13:20,1.11,2.79,65.93,6.4,6410.0,28.2,1.0,21.86,96.0,92986.75
25810,2022-08-26 20:22:25,1.11,2.79,64.26,0.0,6410.0,28.2,5.0,21.77,96.46,93018.26
6356,2022-08-26 20:25:14,1.67,2.79,65.93,0.8,6410.0,28.2,1.0,21.77,96.46,93018.26
25811,2022-08-26 20:34:22,1.67,2.79,64.26,0.0,6494.0,28.2,3.0,21.71,97.35,93048.7
6357,2022-08-26 20:37:16,2.23,2.79,65.93,0.8,6410.0,28.2,1.0,21.71,97.35,93048.7
25812,2022-08-26 20:46:24,2.23,2.79,64.26,0.0,6410.0,28.2,3.0,21.64,97.06,93057.67
6358,2022-08-26 20:49:14,2.79,2.79,65.93,0.8,6410.0,28.19,1.0,21.64,97.06,93057.67
25813,2022-08-26 20:58:27,2.79,2.79,64.26,0.0,6410.0,28.19,3.0,21.61,96.67,93068.3
6359,2022-08-26 21:01:16,0.55,2.79,65.93,1.6,6494.0,28.18,1.0,21.61,96.67,93068.3
25814,2022-08-26 21:10:26,0.55,2.79,64.26,0.0,6757.0,28.18,4.0,21.6,96.76,93073.6
6360,2022-08-26 21:13:13,1.11,2.79,65.93,2.4,6410.0,28.17,1.0,21.6,96.76,93073.6
25815,2022-08-26 21:22:22,1.11,2.79,64.26,0.0,6579.0,28.17,4.0,21.52,96.58,93094.82
6361,2022-08-26 21:25:15,1.67,2.79,65.93,3.2,6494.0,28.16,1.0,21.52,96.58,93094.82
25816,2022-08-26 21:34:27,1.67,2.79,64.26,0.0,6494.0,28.16,3.0,21.45,97.04,93110.76
6362,2022-08-26 21:37:14,2.23,2.79,65.93,2.4,6494.0,28.14,1.0,21.45,97.04,93110.76
25817,2022-08-26 21:46:25,2.23,2.79,64.26,0.0,6579.0,28.14,5.0,21.32,98.16,93125.34
6363,2022-08-26 21:49:16,2.79,2.79,65.93,3.2,6410.0,28.13,1.0,21.32,98.16,93125.34
25818,2022-08-26 21:58:24,2.79,2.79,64.26,0.0,6494.0,28.13,3.0,21.22,98.59,93133.37
6364,2022-08-26 22:01:16,0.55,2.79,65.37,1.6,6410.0,28.11,1.0,21.22,98.59,93133.37
25819,2022-08-26 22:10:23,0.55,2.79,64.26,0.0,6494.0,28.11,4.0,21.2,98.38,93121.47
25820,2022-08-26 22:22:27,1.11,2.79,64.26,0.0,6667.0,28.11,5.0,21.2,98.42,93121.47
6365,2022-08-26 22:25:11,1.67,2.79,65.37,1.6,6410.0,28.08,1.0,21.2,98.42,93121.47
25821,2022-08-26 22:34:23,1.67,2.79,64.26,0.0,6667.0,28.08,2.0,21.13,98.95,93140.11
6366,2022-08-26 22:37:16,2.23,2.79,65.37,2.4,6494.0,28.06,1.0,21.13,98.95,93140.11
25822,2022-08-26 22:46:24,2.23,2.79,64.26,0.0,6494.0,28.06,2.0,21.12,99.34,93142.12
6367,2022-08-26 22:49:18,2.79,2.79,65.37,0.8,6494.0,28.04,1.0,21.12,99.34,93142.12
25823,2022-08-26 22:58:22,2.79,2.79,64.26,0.0,6579.0,28.04,2.0,21.09,99.4,93149.99
6368,2022-08-26 23:01:14,0.55,2.79,65.37,3.2,6579.0,28.02,1.0,21.09,99.4,93149.99
25824,2022-08-26 23:10:26,0.55,2.79,64.26,0.0,6667.0,28.02,2.0,21.01,99.84,93143.74
6369,2022-08-26 23:13:16,1.11,2.79,65.37,0.8,6494.0,28.0,1.0,21.01,99.84,93143.74
25825,2022-08-26 23:22:23,1.11,2.79,64.26,0.0,6579.0,28.0,1.0,20.95,100.0,93119.16
6370,2022-08-26 23:25:14,1.67,2.79,65.37,1.6,6494.0,27.98,1.0,20.95,100.0,93119.16
25826,2022-08-26 23:34:25,1.67,2.79,64.26,0.0,6579.0,27.98,2.0,20.89,100.0,93116.59
6371,2022-08-26 23:37:18,2.23,2.79,65.37,0.0,6494.0,27.96,1.0,20.89,100.0,93116.59
25827,2022-08-26 23:46:22,2.23,2.79,64.26,0.0,6667.0,27.96,2.0,20.9,100.0,93108.55
6372,2022-08-26 23:49:14,2.79,2.79,65.37,2.4,6579.0,27.93,1.0,20.9,100.0,93108.55
25828,2022-08-26 23:58:24,2.79,2.79,64.26,0.0,6667.0,27.93,2.0,20.87,100.0,93097.9
6373,2022-08-27 00:01:17,0.55,2.79,65.37,1.6,6410.0,27.91,1.0,20.87,100.0,93097.9
25829,2022-08-27 00:10:22,0.55,2.79,64.26,0.0,6579.0,27.91,5.0,20.82,100.0,93087.09
6374,2022-08-27 00:13:14,1.11,2.79,65.37,0.0,6494.0,27.89,1.0,20.82,100.0,93087.09
25830,2022-08-27 00:22:25,1.11,2.79,64.26,0.0,6667.0,27.89,2.0,20.8,100.0,93066.96
6375,2022-08-27 00:25:16,1.67,2.79,65.37,1.6,6410.0,27.87,1.0,20.8,100.0,93066.96
25831,2022-08-27 00:34:23,1.67,2.79,64.26,0.0,6667.0,27.87,2.0,20.76,100.0,93057.61
6376,2022-08-27 00:37:14,2.23,2.79,65.37,0.0,6410.0,27.84,1.0,20.76,100.0,93057.61
25832,2022-08-27 00:46:24,2.23,2.79,64.26,0.0,6494.0,27.84,2.0,20.76,100.0,93047.36
6377,2022-08-27 00:49:16,2.79,2.79,65.37,2.4,6410.0,27.82,1.0,20.76,100.0,93047.36
25833,2022-08-27 00:58:22,2.79,2.79,64.26,0.0,6579.0,27.82,5.0,20.76,100.0,93035.09
6378,2022-08-27 01:01:15,0.55,2.79,64.82,0.8,6410.0,27.8,1.0,20.76,100.0,93035.09
25834,2022-08-27 01:10:25,0.55,2.79,64.26,0.0,6667.0,27.8,5.0,20.77,100.0,93013.86
6379,2022-08-27 01:13:16,1.11,2.79,64.82,4.0,6410.0,27.78,1.0,20.77,100.0,93013.86
25835,2022-08-27 01:22:24,1.11,2.79,64.26,0.0,6579.0,27.78,4.0,20.78,100.0,93024.3
6380,2022-08-27 01:25:14,1.67,2.79,64.82,0.8,6410.0,27.75,1.0,20.78,100.0,93024.3
25836,2022-08-27 01:34:25,1.67,2.79,64.26,0.0,6757.0,27.75,3.0,20.81,100.0,93029.45
6381,2022-08-27 01:37:15,2.23,2.79,64.82,3.2,6410.0,27.72,1.0,20.81,100.0,93029.45
25837,2022-08-27 01:46:23,2.23,2.79,64.26,0.0,6579.0,27.72,4.0,20.87,100.0,93013.53
6382,2022-08-27 01:49:14,2.79,2.79,64.82,1.6,6410.0,27.71,1.0,20.87,100.0,93013.53
25838,2022-08-27 01:58:25,2.79,2.79,64.26,0.0,6494.0,27.71,2.0,20.81,100.0,92994.31
6383,2022-08-27 02:01:15,0.55,2.79,64.82,4.0,6494.0,27.68,1.0,20.81,100.0,92994.31
25839,2022-08-27 02:10:23,0.55,2.79,64.26,0.0,6757.0,27.68,4.0,20.71,100.0,92972.34
6384,2022-08-27 02:13:14,1.11,2.79,64.82,1.6,6410.0,27.65,1.0,20.71,100.0,92972.34
25840,2022-08-27 02:22:25,1.11,2.79,64.26,0.0,6849.0,27.65,2.0,20.68,100.0,92959.49
6385,2022-08-27 02:25:15,1.67,2.79,64.82,0.0,6494.0,27.64,1.0,20.68,100.0,92959.49
25841,2022-08-27 02:34:23,1.67,2.79,64.26,0.0,6757.0,27.64,2.0,20.62,100.0,92958.37
6386,2022-08-27 02:37:14,2.23,2.79,64.82,0.0,6494.0,27.61,1.0,20.62,100.0,92958.37
25842,2022-08-27 02:46:25,2.23,2.79,64.26,0.0,6944.0,27.61,1.0,20.54,100.0,92959.09
6387,2022-08-27 02:49:15,2.79,2.79,64.82,0.0,6410.0,27.58,1.0,20.54,100.0,92959.09
25843,2022-08-27 02:58:23,2.79,2.79,64.26,0.0,6757.0,27.58,2.0,20.52,100.0,92947.74
6388,2022-08-27 03:01:15,0.55,2.79,64.82,0.8,6494.0,27.56,1.0,20.52,100.0,92947.74
25844,2022-08-27 03:10:25,0.55,2.79,64.26,0.0,6757.0,27.56,0.0,20.52,100.0,92922.28
6389,2022-08-27 03:13:15,1.11,2.79,64.82,0.8,6579.0,27.54,1.0,20.52,100.0,92922.28
25845,2022-08-27 03:22:24,1.11,2.79,64.26,0.0,6849.0,27.54,0.0,20.47,100.0,92912.94
6390,2022-08-27 03:25:15,1.67,2.79,64.82,0.8,6494.0,27.52,1.0,20.47,100.0,92912.94
25846,2022-08-27 03:34:23,1.67,2.79,64.26,0.0,6849.0,27.52,0.0,20.46,100.0,92924.67
6391,2022-08-27 03:37:15,2.23,2.79,64.82,0.0,6410.0,27.49,1.0,20.46,100.0,92924.67
25847,2022-08-27 03:46:25,2.23,2.79,64.26,0.0,6944.0,27.49,0.0,20.45,100.0,92921.55
6392,2022-08-27 03:49:15,2.79,2.79,64.82,0.0,6410.0,27.47,1.0,20.45,100.0,92921.55
25848,2022-08-27 03:58:24,2.79,2.79,64.26,0.0,6944.0,27.47,0.0,20.43,100.0,92931.22
6393,2022-08-27 04:01:17,0.55,2.79,64.82,0.8,6410.0,27.45,1.0,20.43,100.0,92931.22
25849,2022-08-27 04:10:26,0.55,2.79,64.26,0.0,6944.0,27.45,0.0,20.38,100.0,92937.62
6394,2022-08-27 04:13:15,1.11,2.79,64.82,0.8,6410.0,27.43,1.0,20.38,100.0,92937.62
25850,2022-08-27 04:22:24,1.11,2.79,64.26,0.0,6944.0,27.43,0.0,20.34,100.0,92948.2
6395,2022-08-27 04:25:17,1.67,2.79,64.82,0.0,6410.0,27.4,1.0,20.34,100.0,92948.2
25851,2022-08-27 04:34:26,1.67,2.79,64.26,0.0,6944.0,27.4,0.0,20.36,100.0,92955.17
6396,2022-08-27 04:37:16,2.23,2.79,64.82,0.0,6410.0,27.38,1.0,20.36,100.0,92955.17
25852,2022-08-27 04:46:24,2.23,2.79,64.26,0.0,6849.0,27.38,0.0,20.31,100.0,92959.54
6397,2022-08-27 04:49:17,2.79,2.79,64.82,0.0,6494.0,27.36,1.0,20.31,100.0,92959.54
25853,2022-08-27 04:58:28,2.79,2.79,64.26,0.0,6849.0,27.36,0.0,20.29,100.0,92972.32
6398,2022-08-27 05:01:16,0.55,2.79,64.26,0.0,6579.0,27.33,1.0,20.29,100.0,92972.32
25854,2022-08-27 05:10:24,0.55,2.79,64.26,0.0,6944.0,27.33,0.0,20.26,100.0,92983.1
